,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
5581,Synset('profession.n.01'),Synset('profession.n.02'),Synset('profession.n.03'),Synset('profession.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,Synset('profession.n.01'),Synset('profession.n.02'),Synset('profession.n.03'),Synset('profession.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,Synset('profession.n.01'),Synset('profession.n.02'),Synset('profession.n.03'),Synset('profession.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,Synset('professional.n.01'),Synset('professional.n.02'),Synset('master.n.09'),Synset('professional.a.01'),Synset('professional.a.02'),Synset('professional.a.03'),Synset('professional.a.04'),Synset('professional.s.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,Synset('professional.n.01'),Synset('professional.n.02'),Synset('master.n.09'),Synset('professional.a.01'),Synset('professional.a.02'),Synset('professional.a.03'),Synset('professional.a.04'),Synset('professional.s.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,Synset('professor.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,Synset('net_income.n.01'),Synset('profit.n.02'),Synset('profit.v.01'),Synset('profit.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,Synset('net_income.n.01'),Synset('profit.n.02'),Synset('profit.v.01'),Synset('profit.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,Synset('net_income.n.01'),Synset('profit.n.02'),Synset('profit.v.01'),Synset('profit.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,Synset('plan.n.01'),Synset('program.n.02'),Synset('broadcast.n.02'),Synset('platform.n.02'),Synset('program.n.05'),Synset('course_of_study.n.01'),Synset('program.n.07'),Synset('program.n.08'),Synset('program.v.01'),Synset('program.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,Synset('program.n.05'),Synset('course_of_study.n.01'),Synset('broadcast.n.02'),Synset('program.n.07'),Synset('program.n.02'),Synset('plan.n.01'),Synset('program.n.08'),Synset('program.v.02'),Synset('program.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,Synset('program.n.05'),Synset('course_of_study.n.01'),Synset('broadcast.n.02'),Synset('program.n.07'),Synset('program.n.02'),Synset('plan.n.01'),Synset('program.n.08'),Synset('program.v.02'),Synset('program.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,Synset('advancement.n.03'),Synset('progress.n.02'),Synset('progress.n.03'),Synset('progress.v.01'),Synset('advance.v.01'),Synset('build_up.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,Synset('forbid.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,Synset('undertaking.n.01'),Synset('project.n.02'),Synset('project.v.01'),Synset('stick_out.v.01'),Synset('project.v.03'),Synset('project.v.04'),Synset('project.v.05'),Synset('project.v.06'),Synset('plan.v.03'),Synset('project.v.08'),Synset('visualize.v.01'),Synset('project.v.10'),Synset('project.v.11'),Synset('project.v.12'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,Synset('projector.n.01'),Synset('projector.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,Synset('projector.n.01'),Synset('projector.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,Synset('projector.n.01'),Synset('projector.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,Synset('projector.n.01'),Synset('projector.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,Synset('projector.n.01'),Synset('projector.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,Synset('promise.n.01'),Synset('promise.n.02'),Synset('promise.v.01'),Synset('promise.v.02'),Synset('predict.v.01'),Synset('promise.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,Synset('promise.n.01'),Synset('promise.n.02'),Synset('promise.v.01'),Synset('promise.v.02'),Synset('predict.v.01'),Synset('promise.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,Synset('promise.n.01'),Synset('promise.n.02'),Synset('promise.v.01'),Synset('promise.v.02'),Synset('predict.v.01'),Synset('promise.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,Synset('promise.n.01'),Synset('promise.n.02'),Synset('promise.v.01'),Synset('promise.v.02'),Synset('predict.v.01'),Synset('promise.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,Synset('promote.v.01'),Synset('promote.v.02'),Synset('advertise.v.02'),Synset('promote.v.04'),Synset('promote.v.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,Synset('promote.v.01'),Synset('promote.v.02'),Synset('advertise.v.02'),Synset('promote.v.04'),Synset('promote.v.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,Synset('promotion.n.01'),Synset('promotion.n.02'),Synset('promotion.n.03'),Synset('forwarding.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,Synset('promotion.n.01'),Synset('promotion.n.02'),Synset('promotion.n.03'),Synset('forwarding.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,Synset('promotion.n.01'),Synset('promotion.n.02'),Synset('promotion.n.03'),Synset('forwarding.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,Synset('promotion.n.01'),Synset('promotion.n.02'),Synset('promotion.n.03'),Synset('forwarding.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,Synset('promotion.n.01'),Synset('promotion.n.02'),Synset('promotion.n.03'),Synset('forwarding.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,Synset('pronoun.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,Synset('proof.n.01'),Synset('proof.n.02'),Synset('proof.n.03'),Synset('proof.n.04'),Synset('proof.n.05'),Synset('validation.n.01'),Synset('proof.v.01'),Synset('proof.v.02'),Synset('proofread.v.01'),Synset('proof.v.04'),Synset('proof.v.05'),Synset('proof.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,Synset('proof.n.01'),Synset('proof.n.02'),Synset('proof.n.03'),Synset('proof.n.04'),Synset('proof.n.05'),Synset('validation.n.01'),Synset('proof.v.01'),Synset('proof.v.02'),Synset('proofread.v.01'),Synset('proof.v.04'),Synset('proof.v.05'),Synset('proof.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,Synset('proof.n.01'),Synset('proof.n.02'),Synset('proof.n.03'),Synset('proof.n.04'),Synset('proof.n.05'),Synset('validation.n.01'),Synset('proof.v.01'),Synset('proof.v.02'),Synset('proofread.v.01'),Synset('proof.v.04'),Synset('proof.v.05'),Synset('proof.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,Synset('propagation.n.01'),Synset('generation.n.07'),Synset('propagation.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,Synset('property.n.01'),Synset('property.n.02'),Synset('place.n.02'),Synset('property.n.04'),Synset('property.n.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,Synset('property.n.01'),Synset('property.n.02'),Synset('place.n.02'),Synset('property.n.04'),Synset('property.n.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,Synset('prosecution.n.01'),Synset('prosecution.n.02'),Synset('pursuance.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,Synset('prospectus.n.01'),Synset('course_catalog.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,Synset('protect.v.01'),Synset('protect.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,Synset('protest.n.01'),Synset('protest.n.02'),Synset('protest.n.03'),Synset('protest.v.01'),Synset('protest.v.02'),Synset('protest.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,Synset('protest.n.01'),Synset('protest.n.02'),Synset('protest.n.03'),Synset('protest.v.01'),Synset('protest.v.02'),Synset('protest.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,Synset('proton.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,Synset('proud.a.01'),Synset('gallant.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,Synset('proud.a.01'),Synset('gallant.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,Synset('proud.a.01'),Synset('gallant.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,Synset('prove.v.01'),Synset('prove.v.02'),Synset('testify.v.02'),Synset('prove.v.04'),Synset('test.v.01'),Synset('rise.v.15'),Synset('raise.v.15'),Synset('prove.v.08'),Synset('prove.v.09'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,Synset('prove.v.01'),Synset('prove.v.02'),Synset('testify.v.02'),Synset('prove.v.04'),Synset('test.v.01'),Synset('rise.v.15'),Synset('raise.v.15'),Synset('prove.v.08'),Synset('prove.v.09'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,Synset('provision.n.01'),Synset('provision.n.02'),Synset('planning.n.03'),Synset('provision.n.04'),Synset('provision.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,Synset('psychology.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,Synset('populace.n.01'),Synset('public.n.02'),Synset('public.a.01'),Synset('public.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,Synset('populace.n.01'),Synset('public.n.02'),Synset('public.a.01'),Synset('public.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,Synset('publication.n.01'),Synset('issue.n.11'),Synset('publication.n.03'),Synset('publication.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,Synset('print.v.01'),Synset('publish.v.02'),Synset('publish.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,Synset('pull.n.01'),Synset('pull.n.02'),Synset('pull.n.03'),Synset('pull.n.04'),Synset('wrench.n.01'),Synset('puff.n.07'),Synset('pull.n.07'),Synset('pull.v.01'),Synset('attract.v.01'),Synset('pull.v.03'),Synset('pull.v.04'),Synset('perpetrate.v.01'),Synset('draw.v.05'),Synset('pull.v.07'),Synset('pull.v.08'),Synset('pull.v.09'),Synset('pull.v.10'),Synset('pull.v.11'),Synset('rend.v.01'),Synset('pull.v.13'),Synset('pluck.v.05'),Synset('extract.v.01'),Synset('pull.v.16'),Synset('pull.v.17'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,Synset('fryer.n.01'),Synset('pullet.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,Synset('pulley.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,Synset('pump.n.01'),Synset('heart.n.02'),Synset('pump.n.03'),Synset('pump.v.01'),Synset('pump.v.02'),Synset('pump.v.03'),Synset('pump.v.04'),Synset('pump.v.05'),Synset('pump.v.06'),Synset('pump.v.07'),Synset('pump.v.08'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,Synset('pumpkin.n.01'),Synset('pumpkin.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,Synset('pumpkin.n.01'),Synset('pumpkin.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,Synset('punctual.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,Synset('punctual.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,Synset('punctual.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,Synset('punish.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,Synset('punish.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,Synset('punishment.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,Synset('punjab.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,Synset('punjab.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,Synset('punjab.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,Synset('punjab.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,Synset('punjab.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,Synset('punjabi.n.01'),Synset('punjabi.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,Synset('punjabi.n.01'),Synset('punjabi.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5675,Synset('punjabi.n.01'),Synset('punjabi.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,Synset('puppet.n.01'),Synset('creature.n.03'),Synset('puppet.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,Synset('purchase.n.01'),Synset('purchase.n.02'),Synset('purchase.n.03'),Synset('leverage.n.01'),Synset('buy.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,Synset('purchase.n.01'),Synset('purchase.n.02'),Synset('purchase.n.03'),Synset('leverage.n.01'),Synset('buy.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,Synset('pure.a.01'),Synset('arrant.s.01'),Synset('saturated.a.03'),Synset('pure.s.04'),Synset('pure.s.05'),Synset('pure.a.06'),Synset('pure.s.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5683,Synset('pure.a.01'),Synset('arrant.s.01'),Synset('saturated.a.03'),Synset('pure.s.04'),Synset('pure.s.05'),Synset('pure.a.06'),Synset('pure.s.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5686,Synset('purpose.n.01'),Synset('function.n.02'),Synset('determination.n.02'),Synset('aim.v.02'),Synset('purpose.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5688,Synset('push.n.01'),Synset('push.n.02'),Synset('energy.n.03'),Synset('push_button.n.01'),Synset('push.n.05'),Synset('push.v.01'),Synset('push.v.02'),Synset('advertise.v.02'),Synset('tug.v.02'),Synset('push.v.05'),Synset('push.v.06'),Synset('crusade.v.01'),Synset('push.v.08'),Synset('push.v.09'),Synset('press.v.11'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,Synset('put_option.n.02'),Synset('put.v.01'),Synset('put.v.02'),Synset('frame.v.04'),Synset('put.v.04'),Synset('invest.v.01'),Synset('place.v.11'),Synset('put.v.07'),Synset('put.v.08'),Synset('arrange.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,Synset('put_option.n.02'),Synset('put.v.01'),Synset('put.v.02'),Synset('frame.v.04'),Synset('put.v.04'),Synset('invest.v.01'),Synset('place.v.11'),Synset('put.v.07'),Synset('put.v.08'),Synset('arrange.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,Synset('put_option.n.02'),Synset('put.v.01'),Synset('put.v.02'),Synset('frame.v.04'),Synset('put.v.04'),Synset('invest.v.01'),Synset('place.v.11'),Synset('put.v.07'),Synset('put.v.08'),Synset('arrange.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,Synset('puzzle.n.01'),Synset('puzzle.n.02'),Synset('perplex.v.01'),Synset('puzzle.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,Synset('pajama.n.01'),Synset('pajama.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,Synset('pajama.n.01'),Synset('pajama.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,Synset('pajama.n.01'),Synset('pajama.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
