,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
619,Synset('roll_up.v.02'),Synset('accumulate.v.02'),Synset('accrued.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Synset('accurate.a.01'),Synset('accurate.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Synset('accuse.v.01'),Synset('charge.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Synset('accuse.v.01'),Synset('charge.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Synset('ache.n.01'),Synset('hurt.v.06'),Synset('ache.v.02'),Synset('ache.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Synset('recognition.n.01'),Synset('acknowledgment.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Synset('across.r.01'),Synset('across.r.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Synset('act.n.01'),Synset('act.n.02'),Synset('act.n.03'),Synset('act.n.04'),Synset('act.n.05'),Synset('act.v.01'),Synset('act.v.02'),Synset('act.v.03'),Synset('act.v.04'),Synset('act.v.05'),Synset('act.v.06'),Synset('work.v.03'),Synset('act.v.08'),Synset('dissemble.v.03'),Synset('act.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Synset('acting.n.01'),Synset('act.v.01'),Synset('act.v.02'),Synset('act.v.03'),Synset('act.v.04'),Synset('act.v.05'),Synset('act.v.06'),Synset('work.v.03'),Synset('act.v.08'),Synset('dissemble.v.03'),Synset('act.v.10'),Synset('acting.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Synset('action.n.01'),Synset('action.n.02'),Synset('military_action.n.01'),Synset('natural_process.n.01'),Synset('action.n.05'),Synset('action.n.06'),Synset('action.n.07'),Synset('legal_action.n.01'),Synset('action.n.09'),Synset('action.n.10'),Synset('action.v.01'),Synset('carry_through.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Synset('action.n.01'),Synset('action.n.02'),Synset('military_action.n.01'),Synset('natural_process.n.01'),Synset('action.n.05'),Synset('action.n.06'),Synset('action.n.07'),Synset('legal_action.n.01'),Synset('action.n.09'),Synset('action.n.10'),Synset('action.v.01'),Synset('carry_through.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Synset('action.n.01'),Synset('action.n.02'),Synset('military_action.n.01'),Synset('natural_process.n.01'),Synset('action.n.05'),Synset('action.n.06'),Synset('action.n.07'),Synset('legal_action.n.01'),Synset('action.n.09'),Synset('action.n.10'),Synset('action.v.01'),Synset('carry_through.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Synset('active_agent.n.01'),Synset('active_voice.n.01'),Synset('active.n.03'),Synset('active.a.01'),Synset('active.s.02'),Synset('active.a.03'),Synset('active.s.04'),Synset('active.a.05'),Synset('active.a.06'),Synset('active.a.07'),Synset('active.s.08'),Synset('active.a.09'),Synset('active.a.10'),Synset('active.a.11'),Synset('active.a.12'),Synset('active.a.13'),Synset('active.a.14'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Synset('active_agent.n.01'),Synset('active_voice.n.01'),Synset('active.n.03'),Synset('active.a.01'),Synset('active.s.02'),Synset('active.a.03'),Synset('active.s.04'),Synset('active.a.05'),Synset('active.a.06'),Synset('active.a.07'),Synset('active.s.08'),Synset('active.a.09'),Synset('active.a.10'),Synset('active.a.11'),Synset('active.a.12'),Synset('active.a.13'),Synset('active.a.14'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Synset('actor.n.01'),Synset('actor.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Synset('actress.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Synset('actress.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Synset('actual.a.01'),Synset('actual.s.02'),Synset('actual.s.03'),Synset('actual.s.04'),Synset('actual.s.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Synset('statistician.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Synset('attention_deficit_disorder.n.01'),Synset('add.v.01'),Synset('add.v.02'),Synset('lend.v.01'),Synset('add.v.04'),Synset('total.v.02'),Synset('add.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Synset('attention_deficit_disorder.n.01'),Synset('add.v.01'),Synset('add.v.02'),Synset('lend.v.01'),Synset('add.v.04'),Synset('total.v.02'),Synset('add.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Synset('attention_deficit_disorder.n.01'),Synset('add.v.01'),Synset('add.v.02'),Synset('lend.v.01'),Synset('add.v.04'),Synset('total.v.02'),Synset('add.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Synset('addendum.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Synset('extra.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Synset('address.n.01'),Synset('address.n.02'),Synset('address.n.03'),Synset('address.n.04'),Synset('address.n.05'),Synset('address.n.06'),Synset('address.n.07'),Synset('savoir-faire.n.01'),Synset('address.v.01'),Synset('address.v.02'),Synset('address.v.03'),Synset('address.v.04'),Synset('address.v.05'),Synset('address.v.06'),Synset('address.v.07'),Synset('cover.v.05'),Synset('address.v.09'),Synset('address.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Synset('address.n.01'),Synset('address.n.02'),Synset('address.n.03'),Synset('address.n.04'),Synset('address.n.05'),Synset('address.n.06'),Synset('address.n.07'),Synset('savoir-faire.n.01'),Synset('address.v.01'),Synset('address.v.02'),Synset('address.v.03'),Synset('address.v.04'),Synset('address.v.05'),Synset('address.v.06'),Synset('address.v.07'),Synset('cover.v.05'),Synset('address.v.09'),Synset('address.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Synset('address.n.01'),Synset('address.n.02'),Synset('address.n.03'),Synset('address.n.04'),Synset('address.n.05'),Synset('address.n.06'),Synset('address.n.07'),Synset('savoir-faire.n.01'),Synset('address.v.01'),Synset('address.v.02'),Synset('address.v.03'),Synset('address.v.04'),Synset('address.v.05'),Synset('address.v.06'),Synset('address.v.07'),Synset('cover.v.05'),Synset('address.v.09'),Synset('address.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Synset('address.n.01'),Synset('address.n.02'),Synset('address.n.03'),Synset('address.n.04'),Synset('address.n.05'),Synset('address.n.06'),Synset('address.n.07'),Synset('savoir-faire.n.01'),Synset('address.v.01'),Synset('address.v.02'),Synset('address.v.03'),Synset('address.v.04'),Synset('address.v.05'),Synset('address.v.06'),Synset('address.v.07'),Synset('cover.v.05'),Synset('address.v.09'),Synset('address.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Synset('address.n.01'),Synset('address.n.02'),Synset('address.n.03'),Synset('address.n.04'),Synset('address.n.05'),Synset('address.n.06'),Synset('address.n.07'),Synset('savoir-faire.n.01'),Synset('address.v.01'),Synset('address.v.02'),Synset('address.v.03'),Synset('address.v.04'),Synset('address.v.05'),Synset('address.v.06'),Synset('address.v.07'),Synset('cover.v.05'),Synset('address.v.09'),Synset('address.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Synset('address.n.01'),Synset('address.n.02'),Synset('address.n.03'),Synset('address.n.04'),Synset('address.n.05'),Synset('address.n.06'),Synset('address.n.07'),Synset('savoir-faire.n.01'),Synset('address.v.01'),Synset('address.v.02'),Synset('address.v.03'),Synset('address.v.04'),Synset('address.v.05'),Synset('address.v.06'),Synset('address.v.07'),Synset('cover.v.05'),Synset('address.v.09'),Synset('address.v.10'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Synset('adhesive_material.n.01'),Synset('adhesive.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Synset('admire.v.01'),Synset('admire.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Synset('admissible.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Synset('adopt.v.01'),Synset('adopt.v.02'),Synset('assume.v.02'),Synset('assume.v.03'),Synset('adopt.v.05'),Synset('dramatize.v.01'),Synset('espouse.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Synset('adult.n.01'),Synset('adult.n.02'),Synset('adult.s.01'),Synset('pornographic.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Synset('adult.n.01'),Synset('adult.n.02'),Synset('adult.s.01'),Synset('pornographic.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Synset('adult.n.01'),Synset('adult.n.02'),Synset('adult.s.01'),Synset('pornographic.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Synset('adult.n.01'),Synset('adult.n.02'),Synset('adult.s.01'),Synset('pornographic.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Synset('adult.n.01'),Synset('adult.n.02'),Synset('adult.s.01'),Synset('pornographic.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Synset('progress.n.03'),Synset('improvement.n.01'),Synset('overture.n.03'),Synset('progress.n.02'),Synset('advance.n.05'),Synset('advance.n.06'),Synset('advance.v.01'),Synset('advance.v.02'),Synset('boost.v.04'),Synset('promote.v.01'),Synset('advance.v.05'),Synset('gain.v.05'),Synset('progress.v.01'),Synset('advance.v.08'),Synset('promote.v.02'),Synset('advance.v.10'),Synset('advance.v.11'),Synset('advance.v.12'),Synset('advance.s.01'),Synset('advance.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Synset('progress.n.03'),Synset('improvement.n.01'),Synset('overture.n.03'),Synset('progress.n.02'),Synset('advance.n.05'),Synset('advance.n.06'),Synset('advance.v.01'),Synset('advance.v.02'),Synset('boost.v.04'),Synset('promote.v.01'),Synset('advance.v.05'),Synset('gain.v.05'),Synset('progress.v.01'),Synset('advance.v.08'),Synset('promote.v.02'),Synset('advance.v.10'),Synset('advance.v.11'),Synset('advance.v.12'),Synset('advance.s.01'),Synset('advance.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Synset('advantage.n.01'),Synset('advantage.n.02'),Synset('advantage.n.03'),Synset('advantage.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Synset('advantage.n.01'),Synset('advantage.n.02'),Synset('advantage.n.03'),Synset('advantage.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Synset('ad.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Synset('ad.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Synset('ad.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Synset('rede.v.02'),Synset('advise.v.02'),Synset('propose.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Synset('rede.v.02'),Synset('advise.v.02'),Synset('propose.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Synset('advocate.n.01'),Synset('advocate.n.02'),Synset('recommend.v.01'),Synset('preach.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Synset('airplane.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Synset('airplane.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Synset('airplane.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Synset('airplane.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Synset('affect.n.01'),Synset('affect.v.01'),Synset('affect.v.02'),Synset('involve.v.01'),Synset('feign.v.01'),Synset('affect.v.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Synset('affidavit.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Synset('confirm.v.01'),Synset('affirm.v.02'),Synset('affirm.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Synset('confirm.v.01'),Synset('affirm.v.02'),Synset('affirm.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Synset('afghanistan.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Synset('afraid.a.01'),Synset('afraid.s.02'),Synset('afraid.s.03'),Synset('afraid.s.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Synset('africa.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Synset('africa.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Synset('africa.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Synset('africa.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Synset('africa.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Synset('after.s.01'),Synset('subsequently.r.01'),Synset('after.r.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Synset('after.s.01'),Synset('subsequently.r.01'),Synset('after.r.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Synset('afternoon.n.01'),Synset('good_afternoon.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Synset('afternoon.n.01'),Synset('good_afternoon.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Synset('afternoon.n.01'),Synset('good_afternoon.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Synset('again.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Synset('again.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Synset('again.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Synset('age.n.01'),Synset('historic_period.n.01'),Synset('age.n.03'),Synset('long_time.n.01'),Synset('old_age.n.01'),Synset('age.v.01'),Synset('senesce.v.01'),Synset('age.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Synset('age.n.01'),Synset('historic_period.n.01'),Synset('age.n.03'),Synset('long_time.n.01'),Synset('old_age.n.01'),Synset('age.v.01'),Synset('senesce.v.01'),Synset('age.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Synset('age.n.01'),Synset('historic_period.n.01'),Synset('age.n.03'),Synset('long_time.n.01'),Synset('old_age.n.01'),Synset('age.v.01'),Synset('senesce.v.01'),Synset('age.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Synset('agenda.n.01'),Synset('agenda.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Synset('agra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Synset('agra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Synset('agra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Synset('agra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Synset('agra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Synset('agree.v.01'),Synset('agree.v.02'),Synset('match.v.01'),Synset('harmonize.v.01'),Synset('agree.v.05'),Synset('agree.v.06'),Synset('agree.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Synset('agree.v.01'),Synset('agree.v.02'),Synset('match.v.01'),Synset('harmonize.v.01'),Synset('agree.v.05'),Synset('agree.v.06'),Synset('agree.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Synset('agree.v.01'),Synset('agree.v.02'),Synset('match.v.01'),Synset('harmonize.v.01'),Synset('agree.v.05'),Synset('agree.v.06'),Synset('agree.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Synset('agreement.n.01'),Synset('agreement.n.02'),Synset('agreement.n.03'),Synset('agreement.n.04'),Synset('agreement.n.05'),Synset('agreement.n.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Synset('agribusiness.n.01'),Synset('farming.n.01'),Synset('department_of_agriculture.n.01'),Synset('agriculture.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Synset('purpose.n.01'),Synset('aim.n.02'),Synset('aim.n.03'),Synset('bearing.n.02'),Synset('aim.v.01'),Synset('aim.v.02'),Synset('drive.v.11'),Synset('calculate.v.05'),Synset('target.v.01'),Synset('aim.v.06'),Synset('draw_a_bead_on.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Synset('air.n.01'),Synset('air.n.02'),Synset('air.n.03'),Synset('breeze.n.01'),Synset('atmosphere.n.03'),Synset('air.n.06'),Synset('tune.n.01'),Synset('air.n.08'),Synset('air_travel.n.01'),Synset('air_out.v.01'),Synset('air.v.02'),Synset('air.v.03'),Synset('publicize.v.01'),Synset('air.v.05'),Synset('vent.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Synset('air.n.01'),Synset('air.n.02'),Synset('air.n.03'),Synset('breeze.n.01'),Synset('atmosphere.n.03'),Synset('air.n.06'),Synset('tune.n.01'),Synset('air.n.08'),Synset('air_travel.n.01'),Synset('air_out.v.01'),Synset('air.v.02'),Synset('air.v.03'),Synset('publicize.v.01'),Synset('air.v.05'),Synset('vent.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
